Record Length,Analog:700
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:0.50 CH2:0.50,,,
Vertical Offset,CH1:0.48000 CH2:0.49000,,,
Horizontal Units,us,,,
Horizontal Scale,500.0000000000,,,
Model Number,SDS1202X-E,,,
Serial Number,SDS1ECDD2R8248,,,
Software Version,1.3.26,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00657000000,-1.54000,-1.37000
 0.00657100000,-1.54000,-1.39000
 0.00657200000,-1.54000,-1.39000
 0.00657300000,-1.54000,-1.39000
 0.00657400000,-1.54000,-1.39000
 0.00657500000,-1.52000,-1.37000
 0.00657600000,-1.54000,-1.39000
 0.00657700000,-1.54000,-1.39000
 0.00657800000,-1.52000,-1.37000
 0.00657900000,-1.52000,-1.39000
 0.00658000000,-1.30000,-1.29000
 0.00658100000,-1.34000,-1.37000
 0.00658200000,-1.38000,-1.41000
 0.00658300000,-1.44000,-1.47000
 0.00658400000,-1.50000,-1.53000
 0.00658500000,-1.56000,-1.55000
 0.00658600000,-1.68000,-1.51000
 0.00658700000,-1.62000,-1.47000
 0.00658800000,-1.62000,-1.47000
 0.00658900000,-1.60000,-1.45000
 0.00659000000,-1.58000,-1.43000
 0.00659100000,-1.56000,-1.43000
 0.00659200000,-1.56000,-1.39000
 0.00659300000,-1.56000,-1.39000
 0.00659400000,-1.56000,-1.39000
 0.00659500000,-1.56000,-1.37000
 0.00659600000,-1.54000,-1.39000
 0.00659700000,-1.52000,-1.39000
 0.00659800000,-1.52000,-1.39000
 0.00659900000,-1.52000,-1.37000
 0.00660000000,-1.52000,-1.39000
 0.00660100000,-1.52000,-1.39000
 0.00660200000,-1.54000,-1.39000
 0.00660300000,-1.54000,-1.39000
 0.00660400000,-1.54000,-1.39000
 0.00660500000,-1.54000,-1.37000
 0.00660600000,-1.54000,-1.39000
 0.00660700000,-1.52000,-1.37000
 0.00660800000,-1.54000,-1.39000
 0.00660900000,-1.54000,-1.39000
 0.00661000000,-1.54000,-1.39000
 0.00661100000,-1.54000,-1.39000
 0.00661200000,-1.54000,-1.35000
 0.00661300000,-1.52000,-1.35000
 0.00661400000,-1.54000,-1.39000
 0.00661500000,-1.52000,-1.39000
 0.00661600000,-1.52000,-1.39000
 0.00661700000,-1.54000,-1.37000
 0.00661800000,-1.54000,-1.37000
 0.00661900000,-1.54000,-1.37000
 0.00662000000,-1.34000,-1.31000
 0.00662100000,-1.30000,-1.29000
 0.00662200000,-1.36000,-1.35000
 0.00662300000,-1.40000,-1.41000
 0.00662400000,-1.48000,-1.47000
 0.00662500000,-1.52000,-1.53000
 0.00662600000,-1.56000,-1.55000
 0.00662700000,-1.66000,-1.49000
 0.00662800000,-1.64000,-1.45000
 0.00662900000,-1.60000,-1.43000
 0.00663000000,-1.58000,-1.43000
 0.00663100000,-1.58000,-1.41000
 0.00663200000,-1.56000,-1.39000
 0.00663300000,-1.56000,-1.41000
 0.00663400000,-1.56000,-1.39000
 0.00663500000,-1.52000,-1.39000
 0.00663600000,-1.54000,-1.39000
 0.00663700000,-1.56000,-1.37000
 0.00663800000,-1.56000,-1.37000
 0.00663900000,-1.54000,-1.39000
 0.00664000000,-1.56000,-1.39000
 0.00664100000,-1.52000,-1.39000
 0.00664200000,-1.52000,-1.39000
 0.00664300000,-1.52000,-1.39000
 0.00664400000,-1.54000,-1.39000
 0.00664500000,-1.52000,-1.39000
 0.00664600000,-1.54000,-1.39000
 0.00664700000,-1.52000,-1.37000
 0.00664800000,-1.52000,-1.37000
 0.00664900000,-1.52000,-1.37000
 0.00665000000,-1.54000,-1.39000
 0.00665100000,-1.54000,-1.39000
 0.00665200000,-1.54000,-1.37000
 0.00665300000,-1.54000,-1.37000
 0.00665400000,-1.52000,-1.37000
 0.00665500000,-1.52000,-1.37000
 0.00665600000,-1.52000,-1.37000
 0.00665700000,-1.52000,-1.35000
 0.00665800000,-1.54000,-1.39000
 0.00665900000,-1.54000,-1.37000
 0.00666000000,-1.54000,-1.39000
 0.00666100000,-1.30000,-1.29000
 0.00666200000,-1.32000,-1.31000
 0.00666300000,-1.38000,-1.39000
 0.00666400000,-1.42000,-1.45000
 0.00666500000,-1.50000,-1.49000
 0.00666600000,-1.54000,-1.55000
 0.00666700000,-1.68000,-1.53000
 0.00666800000,-1.64000,-1.49000
 0.00666900000,-1.62000,-1.47000
 0.00667000000,-1.60000,-1.43000
 0.00667100000,-1.58000,-1.41000
 0.00667200000,-1.56000,-1.43000
 0.00667300000,-1.56000,-1.41000
 0.00667400000,-1.58000,-1.41000
 0.00667500000,-1.54000,-1.39000
 0.00667600000,-1.56000,-1.41000
 0.00667700000,-1.56000,-1.39000
 0.00667800000,-1.54000,-1.39000
 0.00667900000,-1.52000,-1.39000
 0.00668000000,-1.54000,-1.39000
 0.00668100000,-1.52000,-1.37000
 0.00668200000,-1.52000,-1.39000
 0.00668300000,-1.52000,-1.37000
 0.00668400000,-1.54000,-1.39000
 0.00668500000,-1.54000,-1.39000
 0.00668600000,-1.54000,-1.35000
 0.00668700000,-1.54000,-1.39000
 0.00668800000,-1.52000,-1.39000
 0.00668900000,-1.54000,-1.39000
 0.00669000000,-1.54000,-1.37000
 0.00669100000,-1.52000,-1.37000
 0.00669200000,-1.54000,-1.39000
 0.00669300000,-1.52000,-1.39000
 0.00669400000,-1.54000,-1.39000
 0.00669500000,-1.52000,-1.39000
 0.00669600000,-1.52000,-1.39000
 0.00669700000,-1.52000,-1.37000
 0.00669800000,-1.52000,-1.37000
 0.00669900000,-1.52000,-1.37000
 0.00670000000,-1.52000,-1.39000
 0.00670100000,-1.46000,-1.41000
 0.00670200000,-1.28000,-1.31000
 0.00670300000,-1.34000,-1.35000
 0.00670400000,-1.40000,-1.41000
 0.00670500000,-1.46000,-1.45000
 0.00670600000,-1.48000,-1.49000
 0.00670700000,-1.54000,-1.55000
 0.00670800000,-1.66000,-1.51000
 0.00670900000,-1.64000,-1.47000
 0.00671000000,-1.60000,-1.43000
 0.00671100000,-1.58000,-1.43000
 0.00671200000,-1.58000,-1.41000
 0.00671300000,-1.56000,-1.41000
 0.00671400000,-1.54000,-1.41000
 0.00671500000,-1.56000,-1.41000
 0.00671600000,-1.56000,-1.41000
 0.00671700000,-1.56000,-1.41000
 0.00671800000,-1.56000,-1.37000
 0.00671900000,-1.54000,-1.39000
 0.00672000000,-1.56000,-1.39000
 0.00672100000,-1.54000,-1.37000
 0.00672200000,-1.54000,-1.39000
 0.00672300000,-1.54000,-1.37000
 0.00672400000,-1.54000,-1.39000
 0.00672500000,-1.54000,-1.37000
 0.00672600000,-1.52000,-1.37000
 0.00672700000,-1.54000,-1.35000
 0.00672800000,-1.54000,-1.39000
 0.00672900000,-1.30000,-1.31000
 0.00673000000,-1.34000,-1.35000
 0.00673100000,-1.40000,-1.39000
 0.00673200000,-1.44000,-1.47000
 0.00673300000,-1.50000,-1.51000
 0.00673400000,-1.56000,-1.53000
 0.00673500000,-1.58000,-1.59000
 0.00673600000,-1.64000,-1.63000
 0.00673700000,-1.64000,-1.67000
 0.00673800000,-1.70000,-1.69000
 0.00673900000,-1.70000,-1.71000
 0.00674000000,-1.74000,-1.75000
 0.00674100000,-1.74000,-1.75000
 0.00674200000,-1.78000,-1.79000
 0.00674300000,-1.78000,-1.79000
 0.00674400000,-1.80000,-1.83000
